immeubles_appellation_courante,immeubles_date_siecle,immeubles_adresse,immeubles_reference,immeubles_lat,immeubles_long,immeubles_coordonnees_finales,immeubles_geopoint,nom_realisateur,nationalite_realisateur,date_naissance_realisateur,id_lieu_tournage,annee_tournage,type_tournage,nom_tournage,nom_producteur,adresse_lieu,ardt_lieu,tournage_debut,tournage_duree,tournage_fin,coord_x,coord_y,filmLabel,imdbID,visa,cost,geopoint_tournage,id_lieu_tournage_count
,,,,,,,,Luc Besson,France,1959-03-18T00:00:00Z,2017-1124,2017,Long métrage,ANNA M,Europacorp / Cyril Mund,16 Rue De Madrid,75008,2017-12-15T00:00:00.000Z,1,2017-12-15T00:00:00.000Z,2.31995636,48.87835908,,,,,POINT(48.87835908 2.31995636),1
,,,,,,,,Louis Choquette,Canada,1953-01-01T00:00:00Z,2017-1125,2017,Série TV,PHILHARMONIA,Merlin Productions,10 Avenue Pierre Ier De Serbie,75116,2017-12-20T00:00:00.000Z,1,2017-12-20T00:00:00.000Z,2.29657056,48.86597126,,,,,POINT(48.86597126 2.29657056),1
,,,,,,,,Luc Besson,France,1959-03-18T00:00:00Z,2017-1126,2017,Long métrage,ANNA M,Europacorp,Place Du Trocadéro Et Du Onze Novembre,75116,2017-12-17T00:00:00.000Z,1,2017-12-17T00:00:00.000Z,2.28693167,48.86341512,,,,,POINT(48.86341512 2.28693167),1
,,,,,,,,Steven Conrad,United States,1968-01-01T00:00:00Z,2017-1127,2017,Série TV,LRDM - PATRIOT,Nw2018 (c/o Firstep),108 Quai De Jemmapes,75010,2017-12-19T00:00:00.000Z,1,2017-12-19T00:00:00.000Z,2.36364776,48.87412826,,,,,POINT(48.87412826 2.36364776),1
,,,,,,,,Steven Conrad,United States,1968-01-01T00:00:00Z,2017-1128,2017,Série TV,LRDM - PATRIOT,Nw2018 (c/o Firstep),Rue De La Grange Aux Belles,75010,2017-12-20T00:00:00.000Z,1,2017-12-20T00:00:00.000Z,2.36830886,48.87602237,,,,,POINT(48.87602237 2.36830886),1
,,,,,,,,Steven Conrad,United States,1968-01-01T00:00:00Z,2017-1129,2017,Série TV,LRDM - PATRIOT,Nw2018 (c/o Firstep),108 Quai De Jemmapes,75010,2017-12-20T00:00:00.000Z,1,2017-12-20T00:00:00.000Z,2.36364776,48.87412826,,,,,POINT(48.87412826 2.36364776),1
,,,,,,,,Éric Woreth,France,1960-04-19T00:00:00Z,2017-113,2017,Série TV,ART DU CRIME,Gaumont Television C/o Gaumont Production Television,29 Rue Du Général Foy,75008,2017-03-30T00:00:00.000Z,1,2017-03-30T00:00:00.000Z,2.31717354,48.87923691,,,,,POINT(48.87923691 2.31717354),1
,,,,,,,,Steven Conrad,United States,1968-01-01T00:00:00Z,2017-1130,2017,Série TV,LRDM - PATRIOT,Nw2018 (c/o Firstep),90 Quai De Jemmapes,75010,2017-12-18T00:00:00.000Z,1,2017-12-18T00:00:00.000Z,2.36463774,48.87282182,,,,,POINT(48.87282182 2.36463774),1
,,,,,,,,Steven Conrad,United States,1968-01-01T00:00:00Z,2017-1131,2017,Série TV,LRDM - PATRIOT,Nw2018 (c/o Firstep),Quai De Valmy,75010,2017-12-19T00:00:00.000Z,1,2017-12-19T00:00:00.000Z,2.36442236,48.8765691,,,,,POINT(48.8765691 2.36442236),1
Immeuble,,29 rue de Tournon ; 32 rue de Condé,PA00088643,2.33782346420514,48.8498134212183,"48.8498134212,2.33782346421",POINT(48.8498134212183 2.33782346420514),David Oelhoffen,France,1968-01-01T00:00:00Z,2017-1132,2017,Long métrage,TERRITOIRES,One World Films,30 Rue De Condé,75006,2017-12-22T00:00:00.000Z,2,2017-12-23T00:00:00.000Z,2.33785407,48.84993506,,,,,POINT(48.84993506 2.33785407),1
,,,,,,,,David Oelhoffen,France,1968-01-01T00:00:00Z,2017-1133,2017,Long métrage,TERRITOIRES,One World Films,2z Rue De La Clôture,75019,2017-12-20T00:00:00.000Z,1,2017-12-20T00:00:00.000Z,2.39300465,48.89724688,,,,,POINT(48.89724688 2.39300465),1
,,,,,,,,Luc Besson,France,1959-03-18T00:00:00Z,2017-1134,2017,Long métrage,ANNA M,Europacorp,Place Des Généraux De Trentinian,75116,2017-12-17T00:00:00.000Z,1,2017-12-17T00:00:00.000Z,2.27648582,48.87200474,,,,,POINT(48.87200474 2.27648582),1
,,,,,,,,Steven Conrad,United States,1968-01-01T00:00:00Z,2017-1135,2017,Série TV,LRDM - PATRIOT,Nw2018 (c/o Firstep),16 Place De La Bourse,75002,2017-12-21T00:00:00.000Z,1,2017-12-21T00:00:00.000Z,2.34073678,48.86931174,,,,,POINT(48.86931174 2.34073678),1
,,,,,,,,Mia Hansen-Løve,France,1981-02-05T00:00:00Z,2017-1136,2017,Long métrage,MAYA,Les Films Pelleas,20 Rue Barbanègre,75019,2017-12-22T00:00:00.000Z,1,2017-12-22T00:00:00.000Z,2.3848221,48.89352531,MAYA,tt6297258,,,POINT(48.89352531 2.3848221),1
,,,,,,,,Mia Hansen-Løve,France,1981-02-05T00:00:00Z,2017-1137,2017,Long métrage,MAYA,Les Films Pelleas,15 Rue De L'estrapade,75005,2017-12-27T00:00:00.000Z,1,2017-12-27T00:00:00.000Z,2.34672111,48.84470403,MAYA,tt6297258,,,POINT(48.84470403 2.34672111),1
,,,,,,,,Marion Laine,France,1953-01-01T00:00:00Z,2017-1138,2017,Téléfilm,VIE SAUVE,Caminando Productions,Place De La Porte De Saint-cloud,75016,2017-12-27T00:00:00.000Z,2,2017-12-28T00:00:00.000Z,2.25699931,48.83842687,,,,,POINT(48.83842687 2.25699931),1
,,,,,,,,Marion Laine,France,1953-01-01T00:00:00Z,2017-1139,2017,Téléfilm,VIE SAUVE,Caminando Productions,Quai De La Seine,75019,2017-12-28T00:00:00.000Z,1,2017-12-28T00:00:00.000Z,2.37026782,48.88452068,,,,,POINT(48.88452068 2.37026782),1
,,,,,,,,Éric Woreth,France,1960-04-19T00:00:00Z,2017-114,2017,Série TV,ART DU CRIME,Gaumont Television C/o Gaumont Production Television,7 Rue Léo Delibes,75116,2017-03-27T00:00:00.000Z,1,2017-03-27T00:00:00.000Z,2.28832107,48.86679913,,,,,POINT(48.86679913 2.28832107),1
,,,,,,,,Marion Laine,France,1953-01-01T00:00:00Z,2017-1140,2017,Téléfilm,VIE SAUVE,Caminando Productions,99 Boulevard Richard Lenoir,75011,2017-12-28T00:00:00.000Z,1,2017-12-28T00:00:00.000Z,2.37072676,48.86376162,,,,,POINT(48.86376162 2.37072676),1
,,,,,,,,Marion Laine,France,1953-01-01T00:00:00Z,2017-1141,2017,Téléfilm,VIE SAUVE,Caminando Productions,Rue Leblanc,75015,2017-12-28T00:00:00.000Z,2,2017-12-29T00:00:00.000Z,2.27599038,48.83756852,,,,,POINT(48.83756852 2.27599038),1
,,,,,,,,Alexandra Leclère,France,1953-01-01T00:00:00Z,2017-1142,2017,Long métrage,GARDE ALTERNEE,Pan Europeenne,30 Rue Condorcet,75009,2017-05-12T00:00:00.000Z,1,2017-05-12T00:00:00.000Z,2.34623869,48.8797177,,,,,POINT(48.8797177 2.34623869),1
,,,,,,,,Alexandra Leclère,France,1953-01-01T00:00:00Z,2017-1143,2017,Long métrage,GARDE ALTERNEE,Pan Europeenne,23 Rue Chappe,75018,2017-05-10T00:00:00.000Z,1,2017-05-10T00:00:00.000Z,2.34185228,48.88528072,,,,,POINT(48.88528072 2.34185228),1
,,,,,,,,Alexandra Leclère,France,1953-01-01T00:00:00Z,2017-1144,2017,Long métrage,GARDE ALTERNEE,Pan Europeenne,Rue Cujas,75005,2017-05-11T00:00:00.000Z,2,2017-05-12T00:00:00.000Z,2.3436538000000002,48.84735725,,,,,POINT(48.84735725 2.3436538000000002),1
Immeuble,,2 rue de l'Odéon ; 1 rue de Condé,PA00088607,2.3385088629905,48.8516179249404,"48.8516179249,2.33850886299",POINT(48.8516179249404 2.3385088629905),Zabou Breitman,France,1959-10-30T00:00:00Z,2017-1145,2017,Série TV,CHRONIQUES PARISIENNES,Les Films Du Kiosque,Carrefour De L'odéon,75006,2017-05-03T00:00:00.000Z,1,2017-05-03T00:00:00.000Z,2.33846365,48.85178142,,,,,POINT(48.85178142 2.33846365),1
,,,,,,,,Zabou Breitman,France,1959-10-30T00:00:00Z,2017-1146,2017,Série TV,CHRONIQUES PARISIENNES,Les Films Du Kiosque,Place Colette,75001,2017-05-03T00:00:00.000Z,2,2017-05-04T00:00:00.000Z,2.33557669,48.86326763,,,,,POINT(48.86326763 2.33557669),1
,,,,,,,,Frank Bellocq,France,1950-01-01T00:00:00Z,2017-1147,2017,Long métrage,LOVE ADDICT,My Family,20 Rue La Fayette,75009,2017-05-19T00:00:00.000Z,1,2017-05-19T00:00:00.000Z,2.33599532,48.87369358,LOVE ADDICT,tt6960736,,,POINT(48.87369358 2.33599532),1
,,,,,,,,Frank Bellocq,France,1950-01-01T00:00:00Z,2017-1148,2017,Long métrage,LOVE ADDICT,My Family,24 Rue Drouot,75009,2017-05-19T00:00:00.000Z,1,2017-05-19T00:00:00.000Z,2.34088377,48.87423735,LOVE ADDICT,tt6960736,,,POINT(48.87423735 2.34088377),1
,,,,,,,,Frank Bellocq,France,1950-01-01T00:00:00Z,2017-1149,2017,Long métrage,LOVE ADDICT,My Family,15b Rue Laffitte,75009,2017-05-19T00:00:00.000Z,1,2017-05-19T00:00:00.000Z,2.33754391,48.87290592,LOVE ADDICT,tt6960736,,,POINT(48.87290592 2.33754391),1
,,,,,,,,Éric Woreth,France,1960-04-19T00:00:00Z,2017-115,2017,Série TV,ART DU CRIME,Gaumont Television C/o Gaumont Production Television,Pont De Tolbiac,75013,2017-03-31T00:00:00.000Z,1,2017-03-31T00:00:00.000Z,2.38017981,48.832458270000004,,,,,POINT(48.832458270000004 2.38017981),1
,,,,,,,,,,,2017-1150,2017,Long métrage,GEMINI,Firstep,Pont Louis-philippe,75004,2017-04-29T00:00:00.000Z,1,2017-04-29T00:00:00.000Z,2.35467939,48.85411246,GEMINI,tt5795086,,,POINT(48.85411246 2.35467939),1
,,,,,,,,,,,2017-1151,2017,Long métrage,GEMINI,Firstep,Quai De Bourbon,75004,2017-04-29T00:00:00.000Z,1,2017-04-29T00:00:00.000Z,2.35377471,48.85348112,GEMINI,tt5795086,,,POINT(48.85348112 2.35377471),1
,,,,,,,,,,,2017-1152,2017,Long métrage,GEMINI,Firstep,Rue Jean Du Bellay,75004,2017-04-29T00:00:00.000Z,1,2017-04-29T00:00:00.000Z,2.35351044,48.85292748,GEMINI,tt5795086,,,POINT(48.85292748 2.35351044),1
,,,,,,,,,,,2017-1153,2017,Long métrage,GEMINI,Firstep,Quai D'orléans,75004,2017-04-29T00:00:00.000Z,1,2017-04-29T00:00:00.000Z,2.35413521,48.85164079,GEMINI,tt5795086,,,POINT(48.85164079 2.35413521),1
,,,,,,,,,,,2017-1154,2017,Long métrage,GEMINI,Firstep,Rue Boutarel,75004,2017-04-29T00:00:00.000Z,1,2017-04-29T00:00:00.000Z,2.3536967300000002,48.85216092,GEMINI,tt5795086,,,POINT(48.85216092 2.3536967300000002),1
,,,,,,,,,,,2017-1155,2017,Long métrage,GEMINI,Firstep,Rue Saint-louis En L'ile,75004,2017-04-29T00:00:00.000Z,1,2017-04-29T00:00:00.000Z,2.35804761,48.8512943,GEMINI,tt5795086,,,POINT(48.8512943 2.35804761),1
,,,,,,,,,,,2017-1156,2017,Long métrage,GEMINI,Firstep,Rue De L'hôtel De Ville,75004,2017-04-29T00:00:00.000Z,1,2017-04-29T00:00:00.000Z,2.35797702,48.85357331,GEMINI,tt5795086,,,POINT(48.85357331 2.35797702),1
,,,,,,,,,,,2017-1157,2017,Long métrage,GEMINI,Firstep,Rue Du Pont Louis-philippe,75004,2017-04-29T00:00:00.000Z,1,2017-04-29T00:00:00.000Z,2.35578105,48.85523214,GEMINI,tt5795086,,,POINT(48.85523214 2.35578105),1
,,,,,,,,,,,2017-1158,2017,Long métrage,GEMINI,Firstep,Place Saint-gervais,75004,2017-04-29T00:00:00.000Z,1,2017-04-29T00:00:00.000Z,2.35416512,48.85582175,GEMINI,tt5795086,,,POINT(48.85582175 2.35416512),1
,,,,,,,,Franck Dubosc,France,1963-11-07T00:00:00Z,2017-1159,2017,Long métrage,TOUT LE MONDE DEBOUT,Gaumont C/o Gaumont Production,27 Rue Du Buisson Saint-louis,75010,2017-05-23T00:00:00.000Z,2,2017-05-24T00:00:00.000Z,2.37461107,48.87322794,TOUT LE MONDE DEBOUT,tt6838702,,,POINT(48.87322794 2.37461107),1
,,,,,,,,Éric Woreth,France,1960-04-19T00:00:00Z,2017-116,2017,Série TV,ART DU CRIME,Gaumont Television C/o Gaumont Production Television,Rue De Tolbiac,75013,2017-03-31T00:00:00.000Z,1,2017-03-31T00:00:00.000Z,2.37583368,48.83006867,,,,,POINT(48.83006867 2.37583368),1
,,,,,,,,Franck Dubosc,France,1963-11-07T00:00:00Z,2017-1160,2017,Long métrage,TOUT LE MONDE DEBOUT,Gaumont C/o Gaumont Production,32 Rue Sainte-marthe,75010,2017-05-19T00:00:00.000Z,1,2017-05-19T00:00:00.000Z,2.37264509,48.87403457,TOUT LE MONDE DEBOUT,tt6838702,,,POINT(48.87403457 2.37264509),1
,,,,,,,,Franck Dubosc,France,1963-11-07T00:00:00Z,2017-1161,2017,Long métrage,TOUT LE MONDE DEBOUT,Gaumont C/o Gaumont Production,9 Avenue Hoche,75008,2017-05-24T00:00:00.000Z,1,2017-05-24T00:00:00.000Z,2.30375968,48.8772123,TOUT LE MONDE DEBOUT,tt6838702,,,POINT(48.8772123 2.30375968),1
,,,,,,,,Franck Dubosc,France,1963-11-07T00:00:00Z,2017-1162,2017,Long métrage,TOUT LE MONDE DEBOUT,Gaumont C/o Gaumont Production,27 Rue Du Buisson Saint-louis,75010,2017-05-23T00:00:00.000Z,2,2017-05-24T00:00:00.000Z,2.37461107,48.87322794,TOUT LE MONDE DEBOUT,tt6838702,,,POINT(48.87322794 2.37461107),1
,,,,,,,,Franck Dubosc,France,1963-11-07T00:00:00Z,2017-1163,2017,Long métrage,TOUT LE MONDE DEBOUT,Gaumont C/o Gaumont Production,Avenue De La Porte De La Villette,75019,2017-05-16T00:00:00.000Z,1,2017-05-16T00:00:00.000Z,2.38766126,48.89958912,TOUT LE MONDE DEBOUT,tt6838702,,,POINT(48.89958912 2.38766126),1
,,,,,,,,Léa Frédeval,France,1990-01-01T00:00:00Z,2017-1164,2017,Long métrage,S AFFAMÉS,Les Films Du Clan,70 Avenue De Breteuil,75007,2017-06-20T00:00:00.000Z,2,2017-06-21T00:00:00.000Z,2.31124607,48.84825208,,,,,POINT(48.84825208 2.31124607),1
,,,,,,,,Léa Frédeval,France,1990-01-01T00:00:00Z,2017-1165,2017,Long métrage,S AFFAMÉS,Les Films Du Clan,70 Avenue De Breteuil,75007,2017-05-19T00:00:00.000Z,2,2017-05-20T00:00:00.000Z,2.31124607,48.84825208,,,,,POINT(48.84825208 2.31124607),1
,,,,,,,,,,,2017-1166,2017,Série Web,"STROM, LA 37E PROPHÉTIE",Strom En Film,49 Rue Monge,75005,2017-07-17T00:00:00.000Z,1,2017-07-17T00:00:00.000Z,2.3523186799999998,48.8451396,,,,,POINT(48.8451396 2.3523186799999998),1
,,,,,,,,Frank Bellocq,France,1950-01-01T00:00:00Z,2017-1167,2017,Long métrage,LOVE ADDICT,My Family,Rue Rossini,75009,2017-05-19T00:00:00.000Z,1,2017-05-19T00:00:00.000Z,2.34046976,48.87285985,LOVE ADDICT,tt6960736,,,POINT(48.87285985 2.34046976),1
,,,,,,,,Alexandra Leclère,France,1953-01-01T00:00:00Z,2017-1168,2017,Long métrage,GARDE ALTERNEE,Pan Europeenne,Rue Michelet,75006,2017-05-11T00:00:00.000Z,2,2017-05-12T00:00:00.000Z,2.33638456,48.84254987,,,,,POINT(48.84254987 2.33638456),1
,,,,,,,,Alain Chabat,France,1958-11-24T00:00:00Z,2017-1169,2017,Long métrage,UN CADEAU DU CIEL,Legendaire,80 Boulevard De Clichy,75018,2017-05-22T00:00:00.000Z,2,2017-05-23T00:00:00.000Z,2.33321414,48.88382768,,,,,POINT(48.88382768 2.33321414),1
,,,,,,,,Éric Woreth,France,1960-04-19T00:00:00Z,2017-117,2017,Série TV,ART DU CRIME,Gaumont Television C/o Gaumont Production Television,Place De L'abbé Georges Hénocque,75013,2017-03-31T00:00:00.000Z,1,2017-03-31T00:00:00.000Z,2.3531962,48.82403753,,,,,POINT(48.82403753 2.3531962),1
,,,,,,,,Zabou Breitman,France,1959-10-30T00:00:00Z,2017-1170,2017,Série TV,CHRONIQUES PARISIENNES,Les Films Du Kiosque,Rue François Miron,75004,2017-05-11T00:00:00.000Z,2,2017-05-12T00:00:00.000Z,2.35674461,48.85576237,,,,,POINT(48.85576237 2.35674461),1
Hôtel Le Lièvre (ancien) ou de La Grange,18e siècle,"4, 6 rue Braque",PA00086141,2.35688122570597,48.8609981517786,"48.8609981518,2.35688122571",POINT(48.8609981517786 2.35688122570597),,,,2017-1171,2017,Long métrage,UNE HISTOIRE DE L'ART,Les Grands Espaces Films,4 Rue De Braque,75003,2017-05-27T00:00:00.000Z,1,2017-05-27T00:00:00.000Z,2.35700498,48.86084752,,,,,POINT(48.86084752 2.35700498),1
,,,,,,,,,,,2017-1172,2017,Long métrage,UNE HISTOIRE DE L'ART,Les Grands Espaces Films,5 Rue D'abbeville,75010,2017-05-23T00:00:00.000Z,1,2017-05-23T00:00:00.000Z,2.35080007,48.87830512,,,,,POINT(48.87830512 2.35080007),1
,,,,,,,,Frank Bellocq,France,1950-01-01T00:00:00Z,2017-1173,2017,Long métrage,LOVE ADDICT,My Family,44 Avenue Des Champs Elysées,75008,2017-05-26T00:00:00.000Z,2,2017-05-27T00:00:00.000Z,2.30756217,48.87015797,LOVE ADDICT,tt6960736,,,POINT(48.87015797 2.30756217),1
,,,,,,,,Frank Bellocq,France,1950-01-01T00:00:00Z,2017-1174,2017,Long métrage,LOVE ADDICT,My Family,44 Avenue Des Champs Elysées,75008,2017-05-24T00:00:00.000Z,2,2017-05-25T00:00:00.000Z,2.30756217,48.87015797,LOVE ADDICT,tt6960736,,,POINT(48.87015797 2.30756217),1
,,,,,,,,Sophie Marceau,France,1966-11-17T00:00:00Z,2017-1175,2017,Long métrage,MRS MILLS,Les Films Du Cap,63 Boulevard Des Batignolles,75008,2017-05-29T00:00:00.000Z,1,2017-05-29T00:00:00.000Z,2.31733098,48.88126465,,,,,POINT(48.88126465 2.31733098),1
,,,,,,,,Thomas Lilti,France,1976-05-30T00:00:00Z,2017-1176,2017,Long métrage,PREMIÈRE ANNÉE,Les Films Du Parc Premiere Annee Additif,Quai Saint-bernard,75005,2017-05-15T00:00:00.000Z,1,2017-05-15T00:00:00.000Z,2.35794957,48.84887406,PREMIÈRE ANNÉE,tt6690004,,,POINT(48.84887406 2.35794957),1
,,,,,,,,Thomas Lilti,France,1976-05-30T00:00:00Z,2017-1177,2017,Long métrage,PREMIÈRE ANNÉE,Les Films Du Parc Premiere Annee Additif,52 Rue Du Bac,75007,2017-05-15T00:00:00.000Z,1,2017-05-15T00:00:00.000Z,2.32608697,48.85629319,PREMIÈRE ANNÉE,tt6690004,,,POINT(48.85629319 2.32608697),1
,,,,,,,,Olivier Barma,France,1969-06-03T00:00:00Z,2017-1178,2017,Série TV,BOWITZ CONTRE LEBOWITZ 2,Chabraque Productions,Quai De Jemmapes,75010,2017-06-01T00:00:00.000Z,1,2017-06-01T00:00:00.000Z,2.36463505,48.87597364,,,,,POINT(48.87597364 2.36463505),1
Ancien débit de boisson,19e siècle,19 rue Jean-Poulmarch,PA00086486,2.36334386897041,48.8730847562451,"48.8730847562,2.36334386897",POINT(48.8730847562451 2.36334386897041),Olivier Barma,France,1969-06-03T00:00:00Z,2017-1179,2017,Série TV,BOWITZ CONTRE LEBOWITZ 2,Chabraque Productions,89 Quai De Valmy,75010,2017-05-31T00:00:00.000Z,1,2017-05-31T00:00:00.000Z,2.3633245,48.87328578,,,,,POINT(48.87328578 2.3633245),1
,,,,,,,,Éric Woreth,France,1960-04-19T00:00:00Z,2017-118,2017,Série TV,ART DU CRIME,Gaumont Television C/o Gaumont Production Television,Rue Du Docteur Laurent,75013,2017-03-31T00:00:00.000Z,1,2017-03-31T00:00:00.000Z,2.35541049,48.82485935,,,,,POINT(48.82485935 2.35541049),1
,,,,,,,,Olivier Barma,France,1969-06-03T00:00:00Z,2017-1180,2017,Série TV,BOWITZ CONTRE LEBOWITZ 2,Chabraque Productions,Quai De Jemmapes,75010,2017-06-01T00:00:00.000Z,1,2017-06-01T00:00:00.000Z,2.36463505,48.87597364,,,,,POINT(48.87597364 2.36463505),1
,,,,,,,,Olivier Barma,France,1969-06-03T00:00:00Z,2017-1181,2017,Série TV,BOWITZ CONTRE LEBOWITZ 2,Chabraque Productions,Avenue Richerand,75010,2017-06-01T00:00:00.000Z,1,2017-06-01T00:00:00.000Z,2.36586179,48.87205362,,,,,POINT(48.87205362 2.36586179),1
,,,,,,,,Olivier Barma,France,1969-06-03T00:00:00Z,2017-1182,2017,Série TV,BOWITZ CONTRE LEBOWITZ 2,Chabraque Productions,67 Rue De Lancry,75010,2017-05-31T00:00:00.000Z,1,2017-05-31T00:00:00.000Z,2.36351636,48.87283322,,,,,POINT(48.87283322 2.36351636),1
,,,,,,,,Olivier Barma,France,1969-06-03T00:00:00Z,2017-1183,2017,Série TV,BOWITZ CONTRE LEBOWITZ 2,Chabraque Productions,3 Avenue Richerand,75010,2017-06-01T00:00:00.000Z,1,2017-06-01T00:00:00.000Z,2.36561639,48.87201997,,,,,POINT(48.87201997 2.36561639),1
,,,,,,,,Olivier Barma,France,1969-06-03T00:00:00Z,2017-1184,2017,Série TV,BOWITZ CONTRE LEBOWITZ 2,Chabraque Productions,Avenue Richerand,75010,2017-06-01T00:00:00.000Z,1,2017-06-01T00:00:00.000Z,2.36586179,48.87205362,,,,,POINT(48.87205362 2.36586179),1
,,,,,,,,Olivier Barma,France,1969-06-03T00:00:00Z,2017-1185,2017,Série TV,BOWITZ CONTRE LEBOWITZ 2,Chabraque Productions,Quai De Valmy,75010,2017-05-31T00:00:00.000Z,1,2017-05-31T00:00:00.000Z,2.36442236,48.8765691,,,,,POINT(48.8765691 2.36442236),1
,,,,,,,,Olivier Barma,France,1969-06-03T00:00:00Z,2017-1186,2017,Série TV,BOWITZ CONTRE LEBOWITZ 2,Chabraque Productions,42 Rue Scheffer,75116,2017-05-29T00:00:00.000Z,2,2017-05-30T00:00:00.000Z,2.28160034,48.86249483,,,,,POINT(48.86249483 2.28160034),1
,,,,,,,,Hervé Mimran,France,1953-01-01T00:00:00Z,2017-1187,2017,Long métrage,UN HOMME PRESSÉ,Albertine Productions,103 Rue De Tolbiac,75013,2017-05-24T00:00:00.000Z,2,2017-05-25T00:00:00.000Z,2.36505515,48.82666095,UN HOMME PRESSÉ,tt6948326,,,POINT(48.82666095 2.36505515),1
,,,,,,,,Hervé Mimran,France,1953-01-01T00:00:00Z,2017-1188,2017,Long métrage,UN HOMME PRESSÉ,Albertine Productions,54 Avenue Georges Mandel,75116,2017-05-24T00:00:00.000Z,1,2017-05-24T00:00:00.000Z,2.27827417,48.86414303,UN HOMME PRESSÉ,tt6948326,,,POINT(48.86414303 2.27827417),1
,,,,,,,,Hervé Mimran,France,1953-01-01T00:00:00Z,2017-1189,2017,Long métrage,UN HOMME PRESSÉ,Albertine Productions,83 Boulevard De L'hôpital,75013,2017-05-23T00:00:00.000Z,2,2017-05-24T00:00:00.000Z,2.36116495,48.83860853,UN HOMME PRESSÉ,tt6948326,,,POINT(48.83860853 2.36116495),1
,,,,,,,,Éric Woreth,France,1960-04-19T00:00:00Z,2017-119,2017,Série TV,ART DU CRIME,Gaumont Television C/o Gaumont Production Television,69 Rue Du Moulin Des Prés,75013,2017-03-31T00:00:00.000Z,2,2017-04-01T00:00:00.000Z,2.35410719,48.82521433,,,,,POINT(48.82521433 2.35410719),1
,,,,,,,,Hervé Mimran,France,1953-01-01T00:00:00Z,2017-1190,2017,Long métrage,UN HOMME PRESSÉ,Albertine Productions,Pont Charles De Gaulle,75012,2017-05-23T00:00:00.000Z,2,2017-05-24T00:00:00.000Z,2.36913602,48.84258571,UN HOMME PRESSÉ,tt6948326,,,POINT(48.84258571 2.36913602),1
,,,,,,,,Philippe Faucon,France,1958-01-26T00:00:00Z,2017-1191,2017,Téléfilm,FIERTES,Scarlett Production,25 Rue De Reuilly,75012,2017-05-22T00:00:00.000Z,1,2017-05-22T00:00:00.000Z,2.3863125,48.84810798,,,,,POINT(48.84810798 2.3863125),1
,,,,,,,,Dany Boon,France,1966-06-26T00:00:00Z,2017-1192,2017,Long métrage,CH'TITE FAMILLE,Pathe Films Services,Avenue Du Président Wilson,75116,2017-06-06T00:00:00.000Z,2,2017-06-07T00:00:00.000Z,2.29460545,48.86471212,CH'TITE FAMILLE,tt6859418,,,POINT(48.86471212 2.29460545),1
,,,,,,,,Zabou Breitman,France,1959-10-30T00:00:00Z,2017-1193,2017,Série TV,CHRONIQUES PARISIENNES,Les Films Du Kiosque,Parvis Notre-dame Place Jean-paul Ii,75004,2017-05-19T00:00:00.000Z,1,2017-05-19T00:00:00.000Z,2.34742343,48.85356537,,,,,POINT(48.85356537 2.34742343),1
,,,,,,,,Franck Dubosc,France,1963-11-07T00:00:00Z,2017-1194,2017,Long métrage,TOUT LE MONDE DEBOUT,Gaumont C/o Gaumont Production,133 Boulevard Exelmans,75016,2017-06-02T00:00:00.000Z,1,2017-06-02T00:00:00.000Z,2.25902847,48.84748685,TOUT LE MONDE DEBOUT,tt6838702,,,POINT(48.84748685 2.25902847),1
,,,,,,,,Franck Dubosc,France,1963-11-07T00:00:00Z,2017-1195,2017,Long métrage,TOUT LE MONDE DEBOUT,Gaumont C/o Gaumont Production,Quai Saint-exupéry,75016,2017-05-29T00:00:00.000Z,1,2017-05-29T00:00:00.000Z,2.26169687,48.83457797,TOUT LE MONDE DEBOUT,tt6838702,,,POINT(48.83457797 2.26169687),1
,,,,,,,,Franck Dubosc,France,1963-11-07T00:00:00Z,2017-1196,2017,Long métrage,TOUT LE MONDE DEBOUT,Gaumont C/o Gaumont Production,10 Avenue De Camoëns,75116,2017-06-02T00:00:00.000Z,2,2017-06-03T00:00:00.000Z,2.28621895,48.8597589,TOUT LE MONDE DEBOUT,tt6838702,,,POINT(48.8597589 2.28621895),1
,,,,,,,,Franck Dubosc,France,1963-11-07T00:00:00Z,2017-1197,2017,Long métrage,TOUT LE MONDE DEBOUT,Gaumont C/o Gaumont Production,74 Quai De Jemmapes,75010,2017-06-06T00:00:00.000Z,1,2017-06-06T00:00:00.000Z,2.36558684,48.87159866,TOUT LE MONDE DEBOUT,tt6838702,,,POINT(48.87159866 2.36558684),1
,,,,,,,,Frank Bellocq,France,1950-01-01T00:00:00Z,2017-1198,2017,Long métrage,LOVE ADDICT,My Family,7 Rue Du Bourg L'abbé,75003,2017-05-29T00:00:00.000Z,2,2017-05-30T00:00:00.000Z,2.35200433,48.86392062,LOVE ADDICT,tt6960736,,,POINT(48.86392062 2.35200433),1
,,,,,,,,Frank Bellocq,France,1950-01-01T00:00:00Z,2017-1199,2017,Long métrage,LOVE ADDICT,My Family,Pont Saint-louis,75004,2017-05-29T00:00:00.000Z,2,2017-05-30T00:00:00.000Z,2.35230612,48.85266597,LOVE ADDICT,tt6960736,,,POINT(48.85266597 2.35230612),1
,,,,,,,,,,,2017-12,2017,Série TV,MUNCH,Exilene Films,16 Place Denfert-rochereau,75014,2017-02-22T00:00:00.000Z,1,2017-02-22T00:00:00.000Z,2.33057596,48.83403471,,,,,POINT(48.83403471 2.33057596),1
