immeubles_appellation_courante,immeubles_date_siecle,immeubles_adresse,immeubles_reference,immeubles_lat,immeubles_long,immeubles_coordonnees_finales,immeubles_geopoint,nom_realisateur,nationalite_realisateur,date_naissance_realisateur,id_lieu_tournage,annee_tournage,type_tournage,nom_tournage,nom_producteur,adresse_lieu,ardt_lieu,tournage_debut,tournage_duree,tournage_fin,coord_x,coord_y,filmLabel,imdbID,visa,cost,geopoint_tournage,id_lieu_tournage_count
,,,,,,,,Azazel Jacobs,United States,1972-01-01T00:00:00Z,2019-1629,2019,Long métrage,FRENCH EXIT,Same Player,Rue Payenne,75003,2019-12-03T00:00:00.000Z,1,2019-12-03T00:00:00.000Z,2.36246962,48.85821901,FRENCH EXIT,tt10279362,,,POINT(48.85821901 2.36246962),1
"Pavillon de Balzac, actuellement musée",,24 rue Berton ; rue Raynouard,PA00086709,2.28089342957686,48.8552074876957,"48.8552074877,2.28089342958",POINT(48.8552074876957 2.28089342957686),Roman Polanski,Poland,1933-08-18T00:00:00Z,2019-163,2019,Long métrage,J'ACCUSE,Legendaire,Rue Berton,75016,2019-02-20T00:00:00.000Z,2,2019-02-21T00:00:00.000Z,2.28081366,48.85503006,J'ACCUSE,tt2398149,,,POINT(48.85503006 2.28081366),1
Ancien hôtel Marchand ou hôtel de Montbrun,17e siècle,19 place des Vosges ; rue des Francs-Bourgeois,PA00086304,2.36471695319316,48.8562157273156,"48.8562157273,2.36471695319",POINT(48.8562157273156 2.36471695319316),Azazel Jacobs,United States,1972-01-01T00:00:00Z,2019-1630,2019,Long métrage,FRENCH EXIT,Same Player,Place Des Vosges,75004,2019-12-03T00:00:00.000Z,1,2019-12-03T00:00:00.000Z,2.36490507,48.85633347,FRENCH EXIT,tt10279362,,,POINT(48.85633347 2.36490507),1
,,,,,,,,Azazel Jacobs,United States,1972-01-01T00:00:00Z,2019-1631,2019,Long métrage,FRENCH EXIT,Same Player,Rue Antoine Vollon,75012,2019-12-04T00:00:00.000Z,1,2019-12-04T00:00:00.000Z,2.37651854,48.85006698,FRENCH EXIT,tt10279362,,,POINT(48.85006698 2.37651854),1
,,,,,,,,Azazel Jacobs,United States,1972-01-01T00:00:00Z,2019-1632,2019,Long métrage,FRENCH EXIT,Same Player,Rue Antoine Vollon,75012,2019-12-05T00:00:00.000Z,1,2019-12-05T00:00:00.000Z,2.37651854,48.85006698,FRENCH EXIT,tt10279362,,,POINT(48.85006698 2.37651854),1
,,,,,,,,Azazel Jacobs,United States,1972-01-01T00:00:00Z,2019-1633,2019,Long métrage,FRENCH EXIT,Same Player,Rue Antoine Vollon,75012,2019-12-07T00:00:00.000Z,1,2019-12-07T00:00:00.000Z,2.37651854,48.85006698,FRENCH EXIT,tt10279362,,,POINT(48.85006698 2.37651854),1
,,,,,,,,Azazel Jacobs,United States,1972-01-01T00:00:00Z,2019-1634,2019,Long métrage,FRENCH EXIT,Same Player,Place De La République Dominicaine,75017,2019-12-06T00:00:00.000Z,1,2019-12-06T00:00:00.000Z,2.30907351,48.88059121,FRENCH EXIT,tt10279362,,,POINT(48.88059121 2.30907351),1
,,,,,,,,Azazel Jacobs,United States,1972-01-01T00:00:00Z,2019-1635,2019,Long métrage,FRENCH EXIT,Same Player,Rue Rembrandt,75008,2019-12-06T00:00:00.000Z,1,2019-12-06T00:00:00.000Z,2.3081535,48.87733967,FRENCH EXIT,tt10279362,,,POINT(48.87733967 2.3081535),1
,,,,,,,,Azazel Jacobs,United States,1972-01-01T00:00:00Z,2019-1636,2019,Long métrage,FRENCH EXIT,Same Player,35 Boulevard Henri Iv,75004,2019-12-07T00:00:00.000Z,1,2019-12-07T00:00:00.000Z,2.36579065,48.85230976,FRENCH EXIT,tt10279362,,,POINT(48.85230976 2.36579065),1
,,,,,,,,Azazel Jacobs,United States,1972-01-01T00:00:00Z,2019-1637,2019,Long métrage,FRENCH EXIT,Same Player,Rue Saint-antoine,75004,2019-12-07T00:00:00.000Z,1,2019-12-07T00:00:00.000Z,2.3634088,48.85439355,FRENCH EXIT,tt10279362,,,POINT(48.85439355 2.3634088),1
,,,,,,,,Azazel Jacobs,United States,1972-01-01T00:00:00Z,2019-1638,2019,Long métrage,FRENCH EXIT,Same Player,Passage De La Bonne Graine,75011,2019-12-07T00:00:00.000Z,2,2019-12-08T00:00:00.000Z,2.37714719,48.85235134,FRENCH EXIT,tt10279362,,,POINT(48.85235134 2.37714719),1
,,,,,,,,Azazel Jacobs,United States,1972-01-01T00:00:00Z,2019-1639,2019,Long métrage,FRENCH EXIT,Same Player,11 Rue D'aligre,75012,2019-12-05T00:00:00.000Z,1,2019-12-05T00:00:00.000Z,2.37825238,48.84928801,FRENCH EXIT,tt10279362,,,POINT(48.84928801 2.37825238),1
,,,,,,,,,,,2019-164,2019,Long métrage,DOCTEUR ?,Unité De Production,67 Boulevard Lannes,75116,2019-02-09T00:00:00.000Z,2,2019-02-10T00:00:00.000Z,2.26985249,48.86428549,DOCTEUR ?,tt11013572,,,POINT(48.86428549 2.26985249),1
,,,,,,,,,,,2019-1640,2019,Série Web,SKAM,Geteve Productions,30 Rue Des Couronnes,75020,2019-11-28T00:00:00.000Z,1,2019-11-28T00:00:00.000Z,2.38240883,48.86964395,,,,,POINT(48.86964395 2.38240883),1
,,,,,,,,,,,2019-1641,2019,Série Web,SKAM,Geteve Productions,Rue Des Cendriers,75020,2019-11-27T00:00:00.000Z,1,2019-11-27T00:00:00.000Z,2.38658178,48.86552082,,,,,POINT(48.86552082 2.38658178),1
,,,,,,,,,,,2019-1642,2019,Série Web,SKAM,Geteve Productions,50 Rue Julien Lacroix,75020,2019-11-28T00:00:00.000Z,1,2019-11-28T00:00:00.000Z,2.38366023,48.87106639,,,,,POINT(48.87106639 2.38366023),1
,,,,,,,,,,,2019-1643,2019,Série Web,SKAM,Geteve Productions,5 Rue Des Cendriers,75020,2019-11-27T00:00:00.000Z,1,2019-11-27T00:00:00.000Z,2.38564152,48.86536995,,,,,POINT(48.86536995 2.38564152),1
,,,,,,,,Bruno Dumont,France,1958-03-14T00:00:00Z,2019-1644,2019,Long métrage,PAR UN DEMI CLAIR MATIN,3b Productions,1 Place De La Bastille,75004,2019-11-25T00:00:00.000Z,1,2019-11-25T00:00:00.000Z,2.36803573,48.85301953,,,,,POINT(48.85301953 2.36803573),1
,,,,,,,,,,,2019-1645,2019,Long métrage,UNE HISTOIRE D'AMOUR ET DE DÉSIR,Blue Monday Productions,62 Quai De La Marne,75019,2019-12-06T00:00:00.000Z,1,2019-12-06T00:00:00.000Z,2.38688678,48.89169962,,,,,POINT(48.89169962 2.38688678),1
,,,,,,,,,,,2019-1646,2019,Série TV,DIX POUR CENT,Mon Voisin Productions,Quai De Bourbon,75004,2019-11-18T00:00:00.000Z,1,2019-11-18T00:00:00.000Z,2.35377471,48.85348112,,,,,POINT(48.85348112 2.35377471),1
,,,,,,,,,,,2019-1647,2019,Série TV,DIX POUR CENT,Mon Voisin Productions,Pont Louis-philippe,75004,2019-11-18T00:00:00.000Z,1,2019-11-18T00:00:00.000Z,2.35467939,48.85411246,,,,,POINT(48.85411246 2.35467939),1
,,,,,,,,,,,2019-1648,2019,Série TV,DIX POUR CENT,Mon Voisin Productions,Quai François Mauriac,75013,2019-11-22T00:00:00.000Z,1,2019-11-22T00:00:00.000Z,2.37930968,48.83253644,,,,,POINT(48.83253644 2.37930968),1
,,,,,,,,,,,2019-1649,2019,Série TV,DIX POUR CENT,Mon Voisin Productions,Rue Des Grands Moulins,75013,2019-11-22T00:00:00.000Z,1,2019-11-22T00:00:00.000Z,2.37778376,48.82806556,,,,,POINT(48.82806556 2.37778376),1
,,,,,,,,Ruben Alves,Portugal,1980-01-09T00:00:00Z,2019-165,2019,Long métrage,MISS,Zazi Films,Rue De L'ourcq,75019,2019-02-20T00:00:00.000Z,2,2019-02-21T00:00:00.000Z,2.38212384,48.89072811,MISS,tt10123698,,,POINT(48.89072811 2.38212384),1
,,,,,,,,Emmanuel Mouret,France,1970-06-30T00:00:00Z,2019-1650,2019,Long métrage,"S CHOSES QU'ON DIT, LES CHOSES QU'ON FAIT",Moby Dick Films,31 Rue Péclet,75015,2019-12-02T00:00:00.000Z,1,2019-12-02T00:00:00.000Z,2.29988439,48.84151575,,,,,POINT(48.84151575 2.29988439),1
,,,,,,,,,,,2019-1651,2019,Série TV,SI TU VAS BIEN,Vilmus Media,Rue De Marseille,75010,2019-11-26T00:00:00.000Z,7,2019-12-02T00:00:00.000Z,2.36434456,48.87176675,,,,,POINT(48.87176675 2.36434456),1
,,,,,,,,,,,2019-1652,2019,Série TV,SI TU VAS BIEN,Vilmus Media,55b Quai De Valmy,75010,2019-11-26T00:00:00.000Z,7,2019-12-02T00:00:00.000Z,2.3654638,48.87053731,,,,,POINT(48.87053731 2.3654638),1
,,,,,,,,,,,2019-1653,2019,Série TV,SI TU VAS BIEN,Vilmus Media,Esplanade Nathalie Sarraute,75018,2019-11-27T00:00:00.000Z,1,2019-11-27T00:00:00.000Z,2.3628666799999998,48.88917182,,,,,POINT(48.88917182 2.3628666799999998),1
,,,,,,,,,,,2019-1654,2019,Série TV,SI TU VAS BIEN,Vilmus Media,Rue Beaurepaire,75010,2019-11-26T00:00:00.000Z,6,2019-12-01T00:00:00.000Z,2.36360284,48.87013337,,,,,POINT(48.87013337 2.36360284),1
,,,,,,,,,,,2019-1655,2019,Série TV,SI TU VAS BIEN,Vilmus Media,Rue Beaurepaire,75010,2019-11-26T00:00:00.000Z,1,2019-11-26T00:00:00.000Z,2.36360284,48.87013337,,,,,POINT(48.87013337 2.36360284),1
,,,,,,,,,,,2019-1656,2019,Série TV,SI TU VAS BIEN,Vilmus Media,Place Colette,75001,2019-11-28T00:00:00.000Z,2,2019-11-29T00:00:00.000Z,2.33557669,48.86326763,,,,,POINT(48.86326763 2.33557669),1
,,,,,,,,,,,2019-1657,2019,Série TV,SI TU VAS BIEN,Vilmus Media,Rue De Lancry,75010,2019-11-26T00:00:00.000Z,6,2019-12-01T00:00:00.000Z,2.36246992,48.87185234,,,,,POINT(48.87185234 2.36246992),1
,,,,,,,,,,,2019-1658,2019,Série TV,SI TU VAS BIEN,Vilmus Media,Rue Yves Toudic,75010,2019-11-26T00:00:00.000Z,6,2019-12-01T00:00:00.000Z,2.36368728,48.87002603,,,,,POINT(48.87002603 2.36368728),1
,,,,,,,,,,,2019-1659,2019,Série TV,SI TU VAS BIEN,Vilmus Media,Rue Dieu,75010,2019-11-26T00:00:00.000Z,6,2019-12-01T00:00:00.000Z,2.36547692,48.87082819,,,,,POINT(48.87082819 2.36547692),1
,,,,,,,,Ruben Alves,Portugal,1980-01-09T00:00:00Z,2019-166,2019,Long métrage,MISS,Zazi Films,49 Boulevard De Clichy,75009,2019-02-20T00:00:00.000Z,1,2019-02-20T00:00:00.000Z,2.33392053,48.88317737,MISS,tt10123698,,,POINT(48.88317737 2.33392053),1
,,,,,,,,Nicolas Bedos,France,1979-04-21T00:00:00Z,2019-1660,2019,Long métrage,OSS 117 : ALERTE ROUGE EN AFRIQUE NOIRE,Mandarin Production,Rue Du Général Camou,75007,2019-12-09T00:00:00.000Z,1,2019-12-09T00:00:00.000Z,2.30040929,48.85907483,,,,,POINT(48.85907483 2.30040929),1
,,,,,,,,Nicolas Bedos,France,1979-04-21T00:00:00Z,2019-1661,2019,Long métrage,OSS 117 : ALERTE ROUGE EN AFRIQUE NOIRE,Mandarin Production,30 Avenue De Ségur,75007,2019-12-09T00:00:00.000Z,1,2019-12-09T00:00:00.000Z,2.30674312,48.84883309,,,,,POINT(48.84883309 2.30674312),1
,,,,,,,,Nadège Loiseau,France,1977-01-01T00:00:00Z,2019-1662,2019,Long métrage,TROIS FOIS RIEN,Srab Films,11 Rue Charbonnel,75013,2019-12-02T00:00:00.000Z,8,2019-12-09T00:00:00.000Z,2.34273398,48.82231797,,,,,POINT(48.82231797 2.34273398),1
,,,,,,,,,,,2019-1663,2019,Série TV,SI TU VAS BIEN,Vilmus Media,Pont Neuf,75001,2019-11-29T00:00:00.000Z,2,2019-11-30T00:00:00.000Z,2.34248745,48.85849331,,,,,POINT(48.85849331 2.34248745),1
,,,,,,,,,,,2019-1664,2019,Série TV,SI TU VAS BIEN,Vilmus Media,Place Saint-sulpice,75006,2019-11-29T00:00:00.000Z,1,2019-11-29T00:00:00.000Z,2.33275721,48.85053662,,,,,POINT(48.85053662 2.33275721),1
,,,,,,,,,,,2019-1665,2019,Série TV,SI TU VAS BIEN,Vilmus Media,138 Avenue Parmentier,75011,2019-12-04T00:00:00.000Z,1,2019-12-04T00:00:00.000Z,2.37186497,48.86912974,,,,,POINT(48.86912974 2.37186497),1
,,,,,,,,,,,2019-1666,2019,Série TV,SI TU VAS BIEN,Vilmus Media,Rue Yves Toudic,75010,2019-12-04T00:00:00.000Z,1,2019-12-04T00:00:00.000Z,2.36368728,48.87002603,,,,,POINT(48.87002603 2.36368728),1
Pont des Arts,19e siècle,,PA00085998,2.33755916419961,48.8584396324817,"48.8584396325,2.3375591642",POINT(48.8584396324817 2.33755916419961),,,,2019-1667,2019,Série TV,SI TU VAS BIEN,Vilmus Media,Pont Des Arts,75001,2019-11-29T00:00:00.000Z,1,2019-11-29T00:00:00.000Z,2.33754677,48.85838862,,,,,POINT(48.85838862 2.33754677),1
,,,,,,,,,,,2019-1668,2019,Série TV,SI TU VAS BIEN,Vilmus Media,Rue De Lancry,75010,2019-12-04T00:00:00.000Z,1,2019-12-04T00:00:00.000Z,2.36246992,48.87185234,,,,,POINT(48.87185234 2.36246992),1
,,,,,,,,,,,2019-1669,2019,Série TV,SI TU VAS BIEN,Vilmus Media,Pont Neuf,75001,2019-11-30T00:00:00.000Z,1,2019-11-30T00:00:00.000Z,2.34248745,48.85849331,,,,,POINT(48.85849331 2.34248745),1
,,,,,,,,Jeanne Herry,France,1978-04-19T00:00:00Z,2019-167,2019,Série TV,FLEABAG,Banijay Studios France,Rue Marie Et Louise,75010,2019-02-15T00:00:00.000Z,1,2019-02-15T00:00:00.000Z,2.36760575,48.87176944,,,,,POINT(48.87176944 2.36760575),1
,,,,,,,,,,,2019-1670,2019,Série TV,SI TU VAS BIEN,Vilmus Media,Rue Beaurepaire,75010,2019-12-04T00:00:00.000Z,1,2019-12-04T00:00:00.000Z,2.36360284,48.87013337,,,,,POINT(48.87013337 2.36360284),1
,,,,,,,,,,,2019-1671,2019,Série TV,SI TU VAS BIEN,Vilmus Media,Rue De Marseille,75010,2019-12-04T00:00:00.000Z,1,2019-12-04T00:00:00.000Z,2.36434456,48.87176675,,,,,POINT(48.87176675 2.36434456),1
,,,,,,,,,,,2019-1672,2019,Série TV,SI TU VAS BIEN,Vilmus Media,Rue Saint-martin,75003,2019-12-01T00:00:00.000Z,1,2019-12-01T00:00:00.000Z,2.35274924,48.86368758,,,,,POINT(48.86368758 2.35274924),1
Pont des Arts,19e siècle,,PA00085998,2.33755916419961,48.8584396324817,"48.8584396325,2.3375591642",POINT(48.8584396324817 2.33755916419961),,,,2019-1673,2019,Série TV,SI TU VAS BIEN,Vilmus Media,Pont Des Arts,75001,2019-11-30T00:00:00.000Z,1,2019-11-30T00:00:00.000Z,2.33754677,48.85838862,,,,,POINT(48.85838862 2.33754677),1
,,,,,,,,Élie Wajeman,France,1980-08-21T00:00:00Z,2019-1674,2019,Long métrage,UN MÉDECIN DE NUIT - PARTIE 1,Partizan Films,Rue Du Sabot,75006,2019-12-10T00:00:00.000Z,2,2019-12-11T00:00:00.000Z,2.33137191,48.8530318,,,,,POINT(48.8530318 2.33137191),1
,,,,,,,,Élie Wajeman,France,1980-08-21T00:00:00Z,2019-1675,2019,Long métrage,UN MÉDECIN DE NUIT - PARTIE 1,Partizan Films,Place Pinel,75013,2019-12-11T00:00:00.000Z,1,2019-12-11T00:00:00.000Z,2.36175597,48.83345502,,,,,POINT(48.83345502 2.36175597),1
,,,,,,,,Élie Wajeman,France,1980-08-21T00:00:00Z,2019-1676,2019,Long métrage,UN MÉDECIN DE NUIT - PARTIE 1,Partizan Films,Rue Bernard Palissy,75006,2019-12-11T00:00:00.000Z,1,2019-12-11T00:00:00.000Z,2.33160927,48.85315102,,,,,POINT(48.85315102 2.33160927),1
,,,,,,,,,,,2019-1677,2019,Long métrage,TROP D'AMOUR,Ex Nihilo,Avenue De La Cascade,75019,2019-12-03T00:00:00.000Z,1,2019-12-03T00:00:00.000Z,2.38589313,48.88002119,,,,,POINT(48.88002119 2.38589313),1
,,,,,,,,Louis Leterrier,France,1973-06-17T00:00:00Z,2019-1678,2019,Série Web,ARSÈNE LUPIN,Gaumont Production Television,Rue René Boulanger,75010,2019-12-04T00:00:00.000Z,1,2019-12-04T00:00:00.000Z,2.3579359,48.86918193,,,,,POINT(48.86918193 2.3579359),1
,,,,,,,,Louis Leterrier,France,1973-06-17T00:00:00Z,2019-1679,2019,Série TV,ARSÈNE LUPIN,Gaumont Production Télévision,228 Rue De Rivoli,75001,2019-11-26T00:00:00.000Z,1,2019-11-26T00:00:00.000Z,2.3281011,48.86519362,,,,,POINT(48.86519362 2.3281011),1
,,,,,,,,Jeanne Herry,France,1978-04-19T00:00:00Z,2019-168,2019,Série TV,FLEABAG,Banijay Studios France,Rue Payenne,75003,2019-02-15T00:00:00.000Z,2,2019-02-16T00:00:00.000Z,2.36246962,48.85821901,,,,,POINT(48.85821901 2.36246962),1
,,,,,,,,,,,2019-1680,2019,Série TV,DIX POUR CENT,Mon Voisin Productions,74 Rue Des Martyrs,75018,2019-12-03T00:00:00.000Z,2,2019-12-04T00:00:00.000Z,2.33974888,48.88254998,,,,,POINT(48.88254998 2.33974888),1
,,,,,,,,Christopher Thompson,France,1966-08-13T00:00:00Z,2019-1681,2019,Long métrage,TENDRE ET SAIGNANT,Les Films Du Cap,164 Avenue Jean Jaurès,75019,2019-11-29T00:00:00.000Z,1,2019-11-29T00:00:00.000Z,2.38829914,48.88736138,TENDRE ET SAIGNANT,tt13353386,,,POINT(48.88736138 2.38829914),1
,,,,,,,,Christopher Thompson,France,1966-08-13T00:00:00Z,2019-1682,2019,Long métrage,TENDRE ET SAIGNANT,Les Films Du Cap,9 Place De L' Hotel De Ville - Esplanade De La Libération,75004,2019-11-30T00:00:00.000Z,1,2019-11-30T00:00:00.000Z,2.35111981,48.85719111,TENDRE ET SAIGNANT,tt13353386,,,POINT(48.85719111 2.35111981),1
,,,,,,,,,,,2019-1683,2019,Série Web,SKAM  SEMAINE 8 SUR 9BIS,Geteve Productions,Passage De La Station De Ménilmontant,75020,2019-11-29T00:00:00.000Z,1,2019-11-29T00:00:00.000Z,2.38906866,48.86886977,,,,,POINT(48.86886977 2.38906866),1
,,,,,,,,,,,2019-1684,2019,Série Web,SKAM  SEMAINE 8 SUR 9BIS,Geteve Productions,20 Rue De La Mare,75020,2019-11-29T00:00:00.000Z,1,2019-11-29T00:00:00.000Z,2.3890174,48.86991367,,,,,POINT(48.86991367 2.3890174),1
,,,,,,,,,,,2019-1685,2019,Série Web,SKAM  SEMAINE 8 SUR 9BIS,Geteve Productions,2 Rue Sorbier,75020,2019-11-29T00:00:00.000Z,2,2019-11-30T00:00:00.000Z,2.38950079,48.86848738,,,,,POINT(48.86848738 2.38950079),1
,,,,,,,,Frédéric Berthe,France,1967-03-03T00:00:00Z,2019-1686,2019,Série TV,ASTRID ET RAPHAËLLE,Jla Productions,Place Du Trocadéro Et Du Onze Novembre,75116,2019-12-03T00:00:00.000Z,1,2019-12-03T00:00:00.000Z,2.28693167,48.86341512,,,,,POINT(48.86341512 2.28693167),1
,,,,,,,,Frédéric Berthe,France,1967-03-03T00:00:00Z,2019-1687,2019,Série TV,ASTRID ET RAPHAËLLE,Jla Productions,Place De L'opéra,75009,2019-12-03T00:00:00.000Z,1,2019-12-03T00:00:00.000Z,2.33187457,48.8710898,,,,,POINT(48.8710898 2.33187457),1
,,,,,,,,Frédéric Berthe,France,1967-03-03T00:00:00Z,2019-1688,2019,Série TV,ASTRID ET RAPHAËLLE,Jla Productions,Place De Varsovie,75116,2019-12-03T00:00:00.000Z,1,2019-12-03T00:00:00.000Z,2.29099199,48.86033042,,,,,POINT(48.86033042 2.29099199),1
,,,,,,,,,,,2019-1689,2019,Série Web,RÉTRO,Artous,61 Rue Berthe,75018,2019-11-24T00:00:00.000Z,1,2019-11-24T00:00:00.000Z,2.33813342,48.88603385,,,,,POINT(48.88603385 2.33813342),1
,,,,,,,,Jeanne Herry,France,1978-04-19T00:00:00Z,2019-169,2019,Série TV,FLEABAG,Banijay Studios France,Rue Bichat,75010,2019-02-15T00:00:00.000Z,1,2019-02-15T00:00:00.000Z,2.36787378,48.87180669,,,,,POINT(48.87180669 2.36787378),1
,,,,,,,,Élie Wajeman,France,1980-08-21T00:00:00Z,2019-1690,2019,Long métrage,UN MÉDECIN DE NUIT - PARTIE 1,Partizan Films,81 Rue De La Chapelle,75018,2019-12-13T00:00:00.000Z,1,2019-12-13T00:00:00.000Z,2.35871929,48.89723893,,,,,POINT(48.89723893 2.35871929),1
,,,,,,,,Élie Wajeman,France,1980-08-21T00:00:00Z,2019-1691,2019,Long métrage,UN MÉDECIN DE NUIT - PARTIE 1,Partizan Films,145 Rue Nationale,75013,2019-12-16T00:00:00.000Z,2,2019-12-17T00:00:00.000Z,2.3636538,48.83132781,,,,,POINT(48.83132781 2.3636538),1
,,,,,,,,Élie Wajeman,France,1980-08-21T00:00:00Z,2019-1692,2019,Long métrage,UN MÉDECIN DE NUIT - PARTIE 1,Partizan Films,Boulevard Ney,75018,2019-12-13T00:00:00.000Z,2,2019-12-14T00:00:00.000Z,2.35250154,48.89822556,,,,,POINT(48.89822556 2.35250154),1
,,,,,,,,Élie Wajeman,France,1980-08-21T00:00:00Z,2019-1693,2019,Long métrage,UN MÉDECIN DE NUIT - PARTIE 1,Partizan Films,81 Rue De La Chapelle,75018,2019-12-12T00:00:00.000Z,2,2019-12-13T00:00:00.000Z,2.35871929,48.89723893,,,,,POINT(48.89723893 2.35871929),1
,,,,,,,,Élie Wajeman,France,1980-08-21T00:00:00Z,2019-1694,2019,Long métrage,UN MÉDECIN DE NUIT - PARTIE 1,Partizan Films,Place Jan Karski,75010,2019-12-18T00:00:00.000Z,2,2019-12-19T00:00:00.000Z,2.3617075,48.882642680000004,,,,,POINT(48.882642680000004 2.3617075),1
,,,,,,,,Élie Wajeman,France,1980-08-21T00:00:00Z,2019-1695,2019,Long métrage,UN MÉDECIN DE NUIT - PARTIE 1,Partizan Films,8 Allée Georges Recipon,75019,2019-12-19T00:00:00.000Z,2,2019-12-20T00:00:00.000Z,2.3721151799999998,48.87932296,,,,,POINT(48.87932296 2.3721151799999998),1
,,,,,,,,,,,2019-1696,2019,Série TV,SI TU VAS BIEN,Vilmus Media,130 Avenue Daumesnil,75012,2019-12-03T00:00:00.000Z,1,2019-12-03T00:00:00.000Z,2.38833749,48.84110408,,,,,POINT(48.84110408 2.38833749),1
,,,,,,,,Christopher Thompson,France,1966-08-13T00:00:00Z,2019-1697,2019,Long métrage,TENDRE ET SAIGNANT,Les Films Du Cap,53 Rue De Saintonge,75003,2019-12-03T00:00:00.000Z,9,2019-12-11T00:00:00.000Z,2.36491118,48.86390989,TENDRE ET SAIGNANT,tt13353386,,,POINT(48.86390989 2.36491118),1
,,,,,,,,Christopher Thompson,France,1966-08-13T00:00:00Z,2019-1698,2019,Long métrage,TENDRE ET SAIGNANT,Les Films Du Cap,6 Rue De Saint-simon,75007,2019-12-02T00:00:00.000Z,1,2019-12-02T00:00:00.000Z,2.32410614,48.85654828,TENDRE ET SAIGNANT,tt13353386,,,POINT(48.85654828 2.32410614),1
,,,,,,,,Emmanuel Mouret,France,1970-06-30T00:00:00Z,2019-1699,2019,Long métrage,"S CHOSES QU'ON DIT, LES CHOSES QU'ON FAIT",Moby Dick Films,2 Rue Buffon,75005,2019-12-03T00:00:00.000Z,1,2019-12-03T00:00:00.000Z,2.36393055,48.843288,,,,,POINT(48.843288 2.36393055),1
,,,,,,,,Mukesh Chhabra,India,1980-05-27T00:00:00Z,2019-17,2019,Long métrage,KIZIE AUR MANNY,Jet Films Paris,Place Blanche,75009,2019-01-13T00:00:00.000Z,1,2019-01-13T00:00:00.000Z,2.33240846,48.88362939,,,,,POINT(48.88362939 2.33240846),1
,,,,,,,,Jeanne Herry,France,1978-04-19T00:00:00Z,2019-170,2019,Série TV,FLEABAG,Banijay Studios France,Avenue Richerand,75010,2019-02-15T00:00:00.000Z,1,2019-02-15T00:00:00.000Z,2.36586179,48.87205362,,,,,POINT(48.87205362 2.36586179),1
,,,,,,,,Emmanuel Mouret,France,1970-06-30T00:00:00Z,2019-1700,2019,Long métrage,"S CHOSES QU'ON DIT, LES CHOSES QU'ON FAIT",Moby Dick Films,145 Rue Pelleport,75020,2019-12-04T00:00:00.000Z,2,2019-12-05T00:00:00.000Z,2.39779108,48.87348538,,,,,POINT(48.87348538 2.39779108),1
,,,,,,,,Nicole Garcia,France,1946-04-22T00:00:00Z,2019-1701,2019,Long métrage,LISA REDLER,Les Films Pelleas,60 Rue Césaria Évora,75019,2019-12-04T00:00:00.000Z,1,2019-12-04T00:00:00.000Z,2.37474399,48.89771252,,,,,POINT(48.89771252 2.37474399),1
,,,,,,,,Nicole Garcia,France,1946-04-22T00:00:00Z,2019-1702,2019,Long métrage,LISA REDLER,Les Films Pelleas,60 Rue Césaria Évora,75019,2019-12-06T00:00:00.000Z,1,2019-12-06T00:00:00.000Z,2.37474399,48.89771252,,,,,POINT(48.89771252 2.37474399),1
,,,,,,,,Élie Wajeman,France,1980-08-21T00:00:00Z,2019-1703,2019,Long métrage,UN MÉDECIN DE NUIT - PARTIE 1,Partizan Films,31 Rue Proudhon,75012,2019-12-20T00:00:00.000Z,2,2019-12-21T00:00:00.000Z,2.39010086,48.83717367,,,,,POINT(48.83717367 2.39010086),1
,,,,,,,,Élie Wajeman,France,1980-08-21T00:00:00Z,2019-1704,2019,Long métrage,UN MÉDECIN DE NUIT - PARTIE 1,Partizan Films,8 Rue Nicolas Houël,75005,2019-12-23T00:00:00.000Z,2,2019-12-24T00:00:00.000Z,2.36225946,48.84222701,,,,,POINT(48.84222701 2.36225946),1
,,,,,,,,Élie Wajeman,France,1980-08-21T00:00:00Z,2019-1705,2019,Long métrage,UN MÉDECIN DE NUIT - PARTIE 1,Partizan Films,22 Rue De Bercy,75012,2019-12-21T00:00:00.000Z,1,2019-12-21T00:00:00.000Z,2.38503856,48.83642769,,,,,POINT(48.83642769 2.38503856),1
,,,,,,,,Élie Wajeman,France,1980-08-21T00:00:00Z,2019-1706,2019,Long métrage,UN MÉDECIN DE NUIT - PARTIE 1,Partizan Films,36b Rue De Picpus,75012,2019-12-20T00:00:00.000Z,1,2019-12-20T00:00:00.000Z,2.39549722,48.84490305,,,,,POINT(48.84490305 2.39549722),1
,,,,,,,,Nadège Loiseau,France,1977-01-01T00:00:00Z,2019-1707,2019,Long métrage,TROIS FOIS RIEN,Srab Films,36 Rue De Rungis,75013,2019-12-05T00:00:00.000Z,1,2019-12-05T00:00:00.000Z,2.34268514,48.8215878,,,,,POINT(48.8215878 2.34268514),1
,,,,,,,,Nadège Loiseau,France,1977-01-01T00:00:00Z,2019-1708,2019,Long métrage,TROIS FOIS RIEN,Srab Films,12 Rue Boussingault,75013,2019-12-02T00:00:00.000Z,1,2019-12-02T00:00:00.000Z,2.34571494,48.82320876,,,,,POINT(48.82320876 2.34571494),1
,,,,,,,,Xavier Durringer,France,1963-12-01T00:00:00Z,2019-1709,2019,Série TV,FUGUE,Ramona Productions,165 Boulevard De La Villette,75010,2019-12-05T00:00:00.000Z,1,2019-12-05T00:00:00.000Z,2.36553838,48.88411298,FUGUE,tt7051048,,,POINT(48.88411298 2.36553838),1
